"NC - Dia Emissão"	"NC - Descrição"	"NC Célula - PTRES"	"NC Célula - Natureza Despesa"	"NC Célula - Plano Interno"	"NC Célula - Valor"
"22/01/2026"	"DEVOLUCAO"	"231796"	"339000"	"L20RLP19ENN"	"1000"
